City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,martapura,-3.4167,114.85,33.05,58,40,1.54,ID,1722667563
281,talcahuano,-36.7167,-73.1167,10.82,93,75,3.09,CL,1722667564
282,iskateley,67.6803,53.1512,21.35,49,0,8.42,RU,1722667566
283,kingston,17.997,-76.7936,28.53,79,20,6.69,JM,1722667184
284,ataq,14.5377,46.8319,28.92,45,55,7.81,YE,1722667568
285,caraballeda,10.6112,-66.8522,27.43,80,100,1.54,VE,1722667570
286,kristinestad,62.2743,21.376,16.72,94,100,2.14,FI,1722667571
287,queenstown,-31.8976,26.8753,12.42,35,0,2.99,ZA,1722667573
288,arkhangel'sk,64.5401,40.5433,16.06,100,100,4.0,RU,1722667574
289,wisch,51.9265,6.4171,20.23,89,100,0.45,NL,1722667576
290,scarborough,54.2797,-0.4044,18.76,81,98,0.89,GB,1722667577
291,coxim,-18.5067,-54.76,22.82,36,0,2.08,BR,1722667578
292,altdorf,49.3875,11.3572,17.18,91,1,1.67,DE,1722667580
293,conduaga,8.862,117.4893,29.26,67,100,2.34,PH,1722667581
294,ambon,-3.6954,128.1814,28.82,95,75,2.06,ID,1722667583
295,aileu,-8.7281,125.5664,26.09,48,43,1.7,TL,1722667584
296,argo,37.6333,22.7333,28.21,28,0,0.96,GR,1722667585
297,balfour,-26.6633,28.5902,14.28,44,0,1.63,ZA,1722667587
298,booue,-0.0921,11.9385,24.14,73,22,2.33,GA,1722667588
299,mahina,-17.5065,-149.489,21.87,73,20,1.54,PF,1722667590
300,nar'yan-mar,67.6713,53.087,21.31,49,0,8.41,RU,1722667591
301,caleta de carquin,-11.0925,-77.6267,16.04,90,23,4.46,PE,1722667592
302,ciudad del carmen,18.6333,-91.8333,27.3,82,97,3.57,MX,1722667594
303,lerwick,60.1545,-1.1494,12.0,83,98,3.77,GB,1722667595
304,ola,59.5833,151.2833,15.4,48,7,4.32,RU,1722667597
305,chamical,-30.36,-66.314,15.74,63,2,3.14,AR,1722667600
306,es castell,39.8795,4.2854,26.38,69,0,11.83,ES,1722667601
307,basco,20.4487,121.9702,29.96,79,29,6.57,PH,1722667602
308,belyy yar,53.6039,91.3903,28.94,45,0,4.0,RU,1722667604
309,posto fiscal rolim de moura,-13.0833,-62.2667,21.41,51,0,0.66,BR,1722667605
310,vorgashor,67.5833,63.95,22.54,46,61,8.43,RU,1722667607
311,sao jose da coroa grande,-8.8978,-35.1478,23.4,80,17,4.92,BR,1722667608
312,santa maria,-29.6842,-53.8069,21.4,51,0,8.08,BR,1722667473
313,saipan,15.1355,145.701,31.39,70,20,5.66,MP,1722667581
314,labytnangi,66.6572,66.4183,21.84,61,81,9.93,RU,1722667616
315,radziejow,52.6248,18.5277,20.46,58,99,2.55,PL,1722667618
316,qaisumah,28.3112,46.1273,36.98,9,0,3.09,SA,1722667619
317,bubaque,11.2833,-15.8333,26.36,82,84,3.78,GW,1722667621
318,ulladulla,-35.35,150.4667,13.76,68,7,2.28,AU,1722667622
319,krasnoarmeyskoye,52.7182,50.0322,23.09,51,86,6.59,RU,1722667623
320,kaya,13.0917,-1.0844,25.52,78,100,3.05,BF,1722667625
321,sao joao da barra,-21.6403,-41.0511,21.98,82,34,5.39,BR,1722667626
322,luanda,-8.8368,13.2343,19.0,88,100,2.06,AO,1722667628
323,pangai,-19.8,-174.35,24.06,78,20,5.14,TO,1722667629
324,nueva palestina,15.8,-92.75,20.15,98,100,0.71,MX,1722667630
325,vyritsa,59.4078,30.3481,17.73,81,100,0.36,RU,1722667632
326,kuala tungkal,-0.8167,103.4667,32.4,55,59,4.18,ID,1722667633
327,suda,59.1525,37.5582,22.06,63,48,0.98,RU,1722667635
328,narasannapeta,18.4167,84.05,30.74,64,100,2.11,IN,1722667636
329,akrehamn,59.2667,5.1833,17.22,82,40,5.66,NO,1722667638
330,plettenberg bay,-34.0527,23.3716,14.14,45,0,1.77,ZA,1722667639
331,los altos,37.3852,-122.1141,21.38,77,0,3.6,US,1722667640
332,horta,38.5333,-28.6333,20.8,83,20,2.57,PT,1722667642
333,tabou,4.423,-7.3528,24.2,82,100,4.46,CI,1722667643
334,alofi,-19.0595,-169.9187,22.94,73,100,3.6,NU,1722667645
335,vorkuta,67.5,64.0,22.68,47,43,8.51,RU,1722667646
336,san juan de miraflores,-12.1629,-76.9635,16.04,88,67,3.09,PE,1722667647
337,akureyri,65.6835,-18.0878,9.96,76,75,1.03,IS,1722667649
338,nova vicosa,-17.8919,-39.3719,20.95,90,73,1.58,BR,1722667384
339,woodward,36.4337,-99.3904,21.65,66,0,2.06,US,1722667652
340,novodvinsk,64.4165,40.8122,15.86,67,99,2.87,RU,1722667653
341,maizuru,35.45,135.3333,34.02,69,46,2.69,JP,1722667654
342,hargeysa,9.56,44.065,24.5,49,97,13.35,SO,1722667622
343,semirom,31.4167,51.5667,28.64,16,1,3.3,IR,1722667657
344,tonkino,57.3726,46.4629,21.14,63,43,3.74,RU,1722667659
345,kailua-kona,19.6406,-155.9956,26.98,95,0,2.06,US,1722667660
346,dryden,49.7833,-92.7503,17.16,72,20,2.57,CA,1722667661
347,rawson,-43.3002,-65.1023,10.98,47,2,9.14,AR,1722667664
348,la sarre,48.8002,-79.1996,17.59,80,20,1.67,CA,1722667666
349,swakopmund,-22.6833,14.5333,10.55,90,80,0.45,NA,1722667667
350,hirara,24.8,125.2833,31.92,74,40,3.09,JP,1722667668
351,kapoeta,4.7717,33.5903,29.35,42,100,5.12,SS,1722667670
352,lintong,34.378,109.2089,33.38,38,84,1.72,CN,1722667671
353,dakhla,23.6848,-15.958,20.01,94,40,11.32,EH,1722667673
354,remire-montjoly,4.9167,-52.2667,23.02,100,20,0.0,GF,1722667674
355,vilyuysk,63.7553,121.6247,22.33,30,26,1.47,RU,1722667676
356,arinos,-15.9169,-46.1056,16.25,77,0,0.58,BR,1722667678
357,iowa park,33.9515,-98.6687,28.86,58,0,2.06,US,1722667681
358,cartagena,10.3997,-75.5144,27.79,89,20,1.54,CO,1722667087
359,mount pearl,47.5166,-52.7813,12.2,95,100,4.63,CA,1722667657
360,mayya,61.7333,130.2811,21.62,28,13,0.43,RU,1722667685
361,flin flon,54.7682,-101.865,11.57,72,61,1.95,CA,1722667686
362,punta umbria,37.1821,-6.9661,19.62,59,0,3.98,ES,1722667688
363,vila velha,-20.3297,-40.2925,21.97,98,100,4.63,BR,1722667689
364,baikunthpur,23.25,82.55,23.7,96,100,7.66,IN,1722667691
365,nuuk,64.1835,-51.7216,2.34,100,100,2.06,GL,1722667692
366,bukittinggi,-0.3091,100.3706,24.21,86,59,1.05,ID,1722667694
367,kirensk,57.7853,108.1119,25.52,35,10,2.7,RU,1722667695
368,aripuana,-9.1667,-60.6333,22.44,53,100,0.85,BR,1722667696
369,cole harbour,44.6724,-63.4751,20.66,94,100,1.03,CA,1722667698
370,sao vicente,-23.9631,-46.3919,22.1,74,0,1.12,BR,1722667699
371,tamazulapam villa del progreso,17.6806,-97.5689,14.29,91,85,2.74,MX,1722667701
372,escarcega,18.6089,-90.7454,23.28,98,82,0.81,MX,1722667572
373,zav'yalovo,56.7847,53.3776,19.11,82,60,2.77,RU,1722667703
374,mahalapye,-23.1041,26.8142,20.7,25,0,5.97,BW,1722667705
375,halesworth,52.3464,1.5029,19.95,86,100,3.58,GB,1722667706
376,saint-joseph,-21.3667,55.6167,23.59,70,75,3.56,RE,1722667708
377,palikir - national government center,6.9248,158.1611,30.47,79,75,2.06,FM,1722667709
378,sibu,2.3,111.8167,33.17,58,20,1.54,MY,1722667710
379,egilsstadir,65.2653,-14.3948,8.95,87,75,2.57,IS,1722667712
380,howrah,22.5892,88.3103,28.0,89,100,4.63,IN,1722667713
381,kristiansund,63.1115,7.732,18.96,81,0,1.54,NO,1722667715
382,moyale,3.5167,39.0584,21.05,61,100,7.02,KE,1722667716
383,tamandare,-8.7597,-35.1047,23.26,80,9,4.3,BR,1722667718
384,mandalgovi,45.7625,106.2708,20.23,48,96,7.3,MN,1722667719
385,saveh,35.0213,50.3566,34.21,22,0,5.86,IR,1722667720
386,rio grande,-32.035,-52.0986,16.64,84,3,6.57,BR,1722667722
387,kavaratti,10.5669,72.642,27.9,81,100,6.28,IN,1722667723
388,san luis de la loma,17.2706,-100.8939,24.18,89,100,3.14,MX,1722667725
389,sangmelima,2.9333,11.9833,20.82,93,99,1.81,CM,1722667726
390,la'ie,21.6477,-157.9253,26.98,80,100,5.02,US,1722667728
391,jianshui,23.6363,102.8264,26.07,75,49,2.46,CN,1722667730
392,katsuren-haebaru,26.3369,127.8719,33.21,63,20,4.63,JP,1722667732
393,prieska,-29.6641,22.7474,12.16,23,4,2.57,ZA,1722667733
394,tallinn,59.437,24.7535,17.98,70,75,3.6,EE,1722667735
395,sarikei,2.1167,111.5167,35.31,42,60,1.38,MY,1722667736
396,orimattila,60.8049,25.7296,18.5,91,100,2.29,FI,1722667738
397,mili,6.0815,171.735,28.65,73,0,3.54,MH,1722667739
398,hillsboro,45.5229,-122.9898,22.78,71,0,3.09,US,1722667740
399,gornozavodsk,58.3758,58.3211,18.5,81,96,2.2,RU,1722667742
400,san martin,-33.081,-68.4681,12.3,51,2,4.98,AR,1722667743
401,hobyo,5.3505,48.5268,27.77,67,97,12.12,SO,1722667745
402,conde,-7.2597,-34.9075,20.7,100,20,2.06,BR,1722667746
403,smirnykh,49.75,142.8333,18.13,71,100,1.79,RU,1722667748
404,kapa'a,22.0752,-159.319,26.18,82,75,3.09,US,1722667749
405,santa isabel,-23.3156,-46.2214,15.61,81,0,0.86,BR,1722667750
406,porto novo,6.4965,2.6036,23.9,85,100,3.02,BJ,1722667753
407,isola delle femmine,38.1935,13.2488,31.97,51,0,5.14,IT,1722667755
408,visakhapatnam,17.69,83.2093,32.94,58,75,5.14,IN,1722667756
409,laguna,38.421,-121.4238,29.68,38,0,3.09,US,1722667758
410,buxar,25.5833,83.9833,28.92,76,100,10.77,IN,1722667759
411,chulakkurgan,43.765,69.1814,31.23,19,2,5.54,KZ,1722667760
412,chonchi,-42.6128,-73.8092,6.56,93,98,2.96,CL,1722667694
413,villa la angostura,-40.7617,-71.6463,2.46,99,99,3.3,AR,1722667520
414,isla vista,34.4133,-119.861,24.14,61,0,0.66,US,1722667765
415,al kharijah,25.4514,30.5464,37.19,18,5,5.92,EG,1722667766
416,uyuni,-20.4597,-66.825,0.85,26,0,6.06,BO,1722667767
417,puerto leguizamo,-0.1934,-74.7819,21.94,85,50,0.48,CO,1722667769
418,ra-ngae,6.2968,101.7284,32.93,69,100,1.75,TH,1722667770
419,puerto lempira,15.2667,-83.7667,25.4,87,37,1.49,HN,1722667772
420,mount gambier,-37.8333,140.7667,11.1,65,0,1.98,AU,1722667773
421,hell-ville,-13.4,48.2667,26.93,55,20,1.03,MG,1722667775
422,tremp,42.167,0.8949,20.28,62,3,0.36,ES,1722667776
423,olovyannaya,50.95,115.5667,26.03,58,64,5.62,RU,1722667777
424,bamboo flat,11.7,92.7167,28.05,89,75,2.57,IN,1722667779
425,alo,6.5486,4.2686,24.63,89,100,3.58,NG,1722667780
426,masaya sur,16.497,121.7456,31.88,62,58,0.69,PH,1722667782
427,saskatoon,52.1168,-106.6345,13.99,71,20,3.6,CA,1722667731
428,san patricio,28.017,-97.5169,28.94,82,6,2.43,US,1722667784
429,nadi,-17.8,177.4167,26.0,78,40,4.63,FJ,1722667572
430,vuktyl,63.8567,57.3094,16.74,90,100,2.67,RU,1722667787
431,pacasmayo,-7.4006,-79.5714,16.41,91,44,3.54,PE,1722667789
432,mount isa,-20.7333,139.5,26.87,28,0,4.63,AU,1722667790
433,karatuzskoye,53.6072,92.8667,27.42,52,89,1.85,RU,1722667791
434,nizhniy kuranakh,58.8353,125.4869,19.41,59,92,1.08,RU,1722667793
435,norilsk,69.3535,88.2027,22.08,42,20,3.15,RU,1722667794
436,alotau,-10.3069,150.4462,22.82,86,100,2.55,PG,1722667796
437,khandyga,62.6667,135.6,17.14,58,100,0.82,RU,1722667797
438,salinopolis,-0.6136,-47.3561,25.65,84,15,3.72,BR,1722667798
439,sakon nakhon,17.3333,103.8333,25.95,93,100,2.24,TH,1722667800
440,kissidougou,9.1848,-10.0999,21.17,97,99,2.18,GN,1722667801
441,envira,-7.3,-70.2167,22.82,76,94,1.07,BR,1722667803
442,winkler,49.1817,-97.941,17.12,94,40,0.51,CA,1722667577
443,puerto armuelles,8.2833,-82.8667,27.27,76,100,0.45,PA,1722667805
444,manokwari,-0.8667,134.0833,28.47,69,100,2.58,ID,1722667621
445,kindu,-2.95,25.95,30.14,31,15,1.3,CD,1722667808
446,kamina,-8.7386,24.9906,25.34,22,40,3.81,CD,1722667810
447,constitucion,-35.3333,-72.4167,9.71,91,100,2.25,CL,1722667811
448,aketi,2.7388,23.7833,26.49,74,79,0.43,CD,1722667813
449,kiunga,-6.1219,141.2906,26.65,81,45,2.93,PG,1722667814
450,barcelos,41.5388,-8.6151,18.84,71,0,0.83,PT,1722667815
451,rabaul,-4.1967,152.1721,27.75,77,100,4.55,PG,1722667817
452,lawton,34.6087,-98.3903,24.95,67,0,3.09,US,1722667710
453,la asuncion,11.0333,-63.8628,31.85,74,99,2.06,VE,1722667758
454,sofifi,0.7349,127.576,27.96,80,60,3.65,ID,1722667821
455,newport,51.5877,-2.9984,17.29,93,100,3.35,GB,1722667654
456,mirnyy,62.5353,113.9611,21.7,30,19,1.65,RU,1722667824
457,cambria,35.5641,-121.0808,26.24,79,61,0.98,US,1722667825
458,mocimboa,-11.3167,40.35,26.26,60,4,4.44,MZ,1722667827
459,shibetsu,43.659,145.132,25.39,83,75,4.12,JP,1722667828
460,goundam,16.4145,-3.6708,24.74,80,100,6.82,ML,1722667829
461,kudahuvadhoo,2.6708,72.8944,28.36,76,100,2.43,MV,1722667832
462,vrangel',42.7297,133.0839,20.08,86,96,6.06,RU,1722667834
463,dunedin,-45.8742,170.5036,4.33,81,7,1.12,NZ,1722667835
464,ilha de mocambique,-15.0342,40.7358,24.11,69,1,6.14,MZ,1722667836
465,smithers,54.7804,-127.1743,19.18,42,0,1.54,CA,1722667838
466,lincheng,19.9078,109.6858,33.77,53,87,1.54,CN,1722667839
467,jiazi,22.8779,116.067,30.75,75,9,7.76,CN,1722667841
468,suoyarvi,62.0833,32.35,18.84,68,68,2.16,RU,1722667842
469,tromso,69.6496,18.957,11.01,93,100,1.54,NO,1722667843
470,carnot,4.9409,15.8665,23.62,86,82,0.79,CF,1722667845
471,zag,46.9441,99.165,22.01,28,100,0.13,MN,1722667846
472,nova xavantina,-14.6667,-52.35,19.4,49,0,1.36,BR,1722667848
473,severo-yeniseyskiy,60.3725,93.0408,18.54,62,79,2.74,RU,1722667849
474,ankazobe,-18.3167,47.1167,19.16,46,2,2.61,MG,1722667851
475,ndjole,-0.1783,10.7649,23.26,79,96,1.56,GA,1722667852
476,kaa-khem,51.6833,94.7333,32.74,20,6,3.35,RU,1722667853
477,westport,41.1415,-73.3579,25.18,85,45,0.45,US,1722667855
478,chincha alta,-13.4099,-76.1323,12.33,85,8,1.88,PE,1722667856
479,pangody,65.85,74.4859,25.11,50,96,7.09,RU,1722667858
480,sabang,5.8933,95.3214,28.6,76,100,6.39,ID,1722667859
481,yuanping,38.7153,112.7575,29.09,62,100,1.29,CN,1722667860
482,bandundu,-3.3167,17.3667,29.1,37,5,2.77,CD,1722667862
483,sault ste. marie,46.5168,-84.3333,19.16,93,0,2.06,CA,1722667865
484,pyhajarvi,67.0701,27.2176,16.73,65,13,3.52,FI,1722667866
485,vize,41.5725,27.7658,25.02,30,0,1.35,TR,1722667868
486,trinity beach,-16.7888,145.6968,23.79,74,100,7.47,AU,1722667869
487,wakkanai,45.4094,141.6739,15.99,94,75,7.72,JP,1722667870
488,tashtagol,52.7657,87.8894,30.19,43,94,0.91,RU,1722667873
489,weno,7.4515,151.8468,27.97,83,100,4.63,FM,1722667875
490,okhotsk,59.3833,143.3,15.68,67,55,6.53,RU,1722667876
491,gbarnga,6.9956,-9.4722,21.5,99,100,1.49,LR,1722667878
492,fortuna,40.5982,-124.1573,16.86,96,100,3.09,US,1722667879
493,sao joao de pirabas,-0.7747,-47.1772,24.38,89,7,2.06,BR,1722667656
494,ghat,24.9647,10.1728,30.19,14,0,1.0,LY,1722667883
495,margate,51.3813,1.3862,18.83,82,100,0.45,GB,1722667885
496,mantua,45.1667,10.7833,27.42,81,5,2.48,IT,1722667886
497,malvan,16.0667,73.4667,27.7,83,99,8.57,IN,1722667888
498,thoothukudi,8.8054,78.1453,36.16,44,20,3.09,IN,1722667889
499,qamdo,31.1667,97.2333,16.88,48,86,2.92,CN,1722667890
500,prostejov,49.4719,17.1118,18.96,66,33,3.94,CZ,1722667892
501,yinchuan,38.4681,106.2731,31.61,31,3,2.81,CN,1722667544
502,seminole,28.7086,-81.2081,25.77,89,0,2.06,US,1722667895
503,touros,-5.1989,-35.4608,21.28,93,61,5.14,BR,1722667896
504,turaif,31.6725,38.6637,27.14,32,0,6.17,SA,1722667897
505,ponnamaravati,10.3,78.55,32.56,49,100,2.88,IN,1722667899
506,deori khas,23.4,79.0167,24.79,94,100,6.61,IN,1722667900
507,taoudenni,22.6783,-3.9836,35.01,34,3,5.9,ML,1722667902
508,kurtamysh,54.9103,64.4319,23.97,50,16,4.59,RU,1722667903
509,n'djamena,12.1067,15.0444,25.98,94,20,2.06,TD,1722667904
510,dera bugti,29.0307,69.151,36.34,41,63,4.52,PK,1722667906
511,galle,6.0367,80.217,29.96,77,85,1.34,LK,1722667907
512,saudarkrokur,65.7461,-19.6394,11.37,75,100,1.94,IS,1722667909
513,al jawf,29.5,38.75,31.23,19,0,4.66,SA,1722667912
514,konarka,19.9,86.1167,32.31,64,100,5.91,IN,1722667913
515,piacabucu,-10.4056,-36.4344,22.98,70,87,4.74,BR,1722667914
516,choyr,46.3611,108.3611,20.07,59,96,7.61,MN,1722667916
517,onega,63.9061,38.1404,18.78,71,100,2.35,RU,1722667917
518,alaghsas,17.0187,8.0168,23.94,88,0,3.09,NE,1722667919
519,preobrazheniye,42.9019,133.9064,19.48,90,98,4.09,RU,1722667920
520,changli,39.7042,119.1506,29.61,82,99,3.67,CN,1722667922
521,fada,7.25,4.0667,22.51,96,91,1.29,NG,1722667923
522,livingston,55.9029,-3.5226,12.89,90,0,3.09,GB,1722667924
523,huanta,-12.9333,-74.25,12.27,83,0,0.26,PE,1722667926
524,santo amaro das brotas,-10.7889,-37.0544,24.7,86,68,4.15,BR,1722667927
525,fort-shevchenko,44.5086,50.263,28.44,47,8,4.17,KZ,1722667929
526,chicoana,-25.1009,-65.5331,26.03,13,2,2.0,AR,1722667930
527,seneca,41.1167,-83.1166,23.04,98,94,0.74,US,1722667931
528,laojunmiao,39.8333,97.7333,28.03,13,0,5.5,CN,1722667933
529,sandnessjoen,66.0217,12.6316,14.29,77,100,4.18,NO,1722667934
530,kelso,46.1468,-122.9084,19.28,89,100,3.6,US,1722667936
531,barra de santo antonio,-9.4047,-35.5072,22.6,82,100,7.21,BR,1722667937
532,mbaiki,3.8678,17.9892,24.36,82,100,0.33,CF,1722667938
533,saint-francois,46.4154,3.9054,19.26,83,0,3.09,FR,1722667940
534,bocanda,7.0626,-4.4995,21.35,97,100,2.09,CI,1722667941
535,liwale,-9.7667,37.9333,25.12,43,0,2.95,TZ,1722667943
536,koton-karfe,8.1,6.8,23.84,92,100,1.86,NG,1722667944
537,naze,28.3667,129.4833,31.51,70,10,4.34,JP,1722667946
538,jinghong,21.991,100.7341,26.94,91,77,0.72,CN,1722667947
539,freeport,40.6576,-73.5832,25.59,89,0,2.06,US,1722667681
540,xichang,27.8964,102.2634,29.01,60,100,0.89,CN,1722667950
541,jieyang,23.5289,116.3642,35.96,54,1,1.7,CN,1722667951
542,ayr,55.4627,-4.6339,12.95,93,40,3.6,GB,1722667953
543,port douglas,-16.4833,145.4667,21.33,77,83,7.92,AU,1722667954
544,bhachau,23.2833,70.35,30.82,69,100,8.61,IN,1722667956
545,mahajanga,-15.7167,46.3167,26.01,53,0,3.09,MG,1722667957
546,lethem,3.3803,-59.7968,23.57,87,82,1.5,GY,1722667959
547,khabary,53.6259,79.5345,27.01,55,100,1.94,RU,1722667960
548,qarqaraly,49.4058,75.4742,26.24,38,2,6.96,KZ,1722667961
549,xinxiang,35.3089,113.8672,33.09,69,100,2.99,CN,1722667963
550,nova olimpia,-14.7972,-57.2881,22.32,44,0,2.26,BR,1722667964
551,tralee,52.2704,-9.7026,13.61,80,100,3.07,IE,1722667966
552,paragominas,-2.9667,-47.4833,19.62,85,6,1.48,BR,1722667873
553,punta del este,-34.9667,-54.95,23.06,75,0,5.14,UY,1722667968
554,sitangkai,4.6628,119.3928,29.04,69,75,3.67,PH,1722667970
555,i-n-salah,27.1935,2.4607,33.85,13,0,5.45,DZ,1722667971
556,crucecita,-28.95,-58.9833,27.2,31,0,5.79,AR,1722667973
557,bilaspur,22.0833,82.15,24.16,94,100,9.02,IN,1722667974
558,coahuayana de hidalgo,18.7,-103.6583,25.2,93,99,1.53,MX,1722667975
559,imbituba,-28.24,-48.6703,14.84,96,22,5.36,BR,1722667873
560,la mira,18.035,-102.3266,24.35,92,100,1.62,MX,1722667978
